Participant,Layout,metaphor,intensity,guidance approach,total_distance,speed,acceleration,jerk,in zone percentage,total time,Gender,Layout Metaphor,Layout Approach,Metaphor Approach
P19_H,horizontal,pull,zone,worst_axis,749.6,9.64,-9.19,379.2,98,54.49,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P19_H,horizontal,pull,zone,worst_axis,393.17,11.21,-6.63,541.26,96,17.92,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P19_H,horizontal,pull,linear,worst_axis,323.04,12.59,-16.73,328.21,83,16.48,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P19_H,horizontal,pull,linear,worst_axis,125.46,16.26,-11.27,829.65,100,6.51,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P19_H,horizontal,pull,linear,worst_axis,357.77,16.71,-26.12,1163.95,91,13.98,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P19_H,horizontal,pull,zone,two_tactor,3960.27,15.26,-9.84,723.88,29,144.04,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P19_H,horizontal,pull,zone,two_tactor,431.88,7.62,-3.62,641.46,42,42.53,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P19_H,horizontal,pull,zone,two_tactor,862.9,9.69,-6.11,736.18,99,69.15,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P19_H,horizontal,pull,linear,two_tactor,602.85,12.37,-3.11,646.43,98,33.19,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P19_H,horizontal,pull,linear,two_tactor,166.08,8.85,-12.18,453.31,97,14.5,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P19_H,horizontal,pull,linear,two_tactor,6423.76,13.14,-10.08,670.95,42,296.17,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P19_V,vertical,push,linear,two_tactor,2832.57,8.29,-3.16,445.69,98,224.02,Female,vertical_push,vertical_two_tactor,push_two_tactor
P19_V,vertical,push,linear,two_tactor,991.97,8.45,-3.17,452.73,60,62.6,Female,vertical_push,vertical_two_tactor,push_two_tactor
P19_V,vertical,push,linear,two_tactor,591.27,7.66,-1.72,350.55,63,45.49,Female,vertical_push,vertical_two_tactor,push_two_tactor
P19_V,vertical,push,zone,two_tactor,2509.57,11.61,-13.9,576.24,87,138.03,Female,vertical_push,vertical_two_tactor,push_two_tactor
P19_V,vertical,push,zone,two_tactor,1106.45,8.26,-6.36,421.56,45,81.94,Female,vertical_push,vertical_two_tactor,push_two_tactor
P19_V,vertical,push,zone,two_tactor,2597.76,9.46,-5.09,363.76,69,178.95,Female,vertical_push,vertical_two_tactor,push_two_tactor
P19_V,vertical,push,linear,worst_axis,455.87,6.15,-3.35,221.0,100,31.19,Female,vertical_push,vertical_worst_axis,push_worst_axis
P19_V,vertical,push,linear,worst_axis,796.7,9.71,-6.08,429.79,26,57.13,Female,vertical_push,vertical_worst_axis,push_worst_axis
P19_V,vertical,push,linear,worst_axis,252.7,5.36,-3.26,243.5,98,38.12,Female,vertical_push,vertical_worst_axis,push_worst_axis
P19_V,vertical,push,zone,worst_axis,567.53,7.07,2.02,341.0,10,64.17,Female,vertical_push,vertical_worst_axis,push_worst_axis
P19_V,vertical,push,zone,worst_axis,145.41,5.91,-3.74,256.67,100,22.38,Female,vertical_push,vertical_worst_axis,push_worst_axis
P19_V,vertical,push,zone,worst_axis,278.37,6.12,-4.48,469.59,86,34.47,Female,vertical_push,vertical_worst_axis,push_worst_axis
P19_V,vertical,pull,linear,worst_axis,1018.98,6.38,-2.4,184.87,52,123.56,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P19_V,vertical,pull,linear,worst_axis,131.69,6.57,3.55,150.55,100,16.83,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P19_V,vertical,pull,linear,worst_axis,493.21,6.61,-0.99,239.16,81,56.47,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P19_V,vertical,pull,zone,worst_axis,169.51,9.01,-3.47,446.34,99,15.69,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P19_V,vertical,pull,zone,worst_axis,515.82,7.37,-8.26,355.78,56,50.27,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P19_V,vertical,pull,zone,worst_axis,112.91,7.06,-0.43,449.38,99,13.61,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P19_V,vertical,pull,linear,two_tactor,407.01,6.52,0.3,320.35,45,53.37,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P19_V,vertical,pull,linear,two_tactor,289.48,9.42,-1.43,361.41,100,24.28,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P19_V,vertical,pull,linear,two_tactor,379.31,6.37,-0.65,245.15,85,48.7,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P19_V,vertical,pull,zone,two_tactor,271.92,11.63,-13.89,406.72,98,17.79,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P19_V,vertical,pull,zone,two_tactor,379.17,7.32,-3.48,489.25,100,37.67,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P19_V,vertical,pull,zone,two_tactor,241.53,12.89,-6.67,645.99,97,14.06,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P20_V,vertical,push,linear,two_tactor,440.2,6.52,-2.35,344.09,97,36.82,Male,vertical_push,vertical_two_tactor,push_two_tactor
P20_V,vertical,push,linear,two_tactor,755.34,12.51,-5.82,512.13,68,40.82,Male,vertical_push,vertical_two_tactor,push_two_tactor
P20_V,vertical,pull,zone,two_tactor,211.74,8.12,-11.66,943.79,85,8.55,Male,vertical_pull,vertical_two_tactor,pull_two_tactor
P20_V,vertical,pull,zone,two_tactor,222.44,12.44,-9.87,2.93,83,12.37,Male,vertical_pull,vertical_two_tactor,pull_two_tactor
P20_V,vertical,pull,zone,two_tactor,158.74,10.97,5.43,363.72,100,11.27,Male,vertical_pull,vertical_two_tactor,pull_two_tactor
P20_V,vertical,pull,linear,two_tactor,227.68,9.51,-11.28,913.13,28,15.29,Male,vertical_pull,vertical_two_tactor,pull_two_tactor
P20_V,vertical,pull,linear,two_tactor,206.21,15.58,-16.12,820.08,69,6.11,Male,vertical_pull,vertical_two_tactor,pull_two_tactor
P20_V,vertical,pull,linear,two_tactor,284.56,14.43,1.36,928.91,85,13.68,Male,vertical_pull,vertical_two_tactor,pull_two_tactor
P20_V,vertical,pull,zone,worst_axis,1131.62,16.13,-8.02,1165.04,44,28.77,Male,vertical_pull,vertical_worst_axis,pull_worst_axis
P20_V,vertical,pull,zone,worst_axis,413.6,12.44,-3.38,202.74,25,26.57,Male,vertical_pull,vertical_worst_axis,pull_worst_axis
P20_V,vertical,pull,zone,worst_axis,70.8,12.8,-2.71,160.21,100,4.1,Male,vertical_pull,vertical_worst_axis,pull_worst_axis
P20_V,vertical,pull,linear,worst_axis,7040.15,15.37,-25.64,599.14,78,19.72,Male,vertical_pull,vertical_worst_axis,pull_worst_axis
P20_V,vertical,pull,linear,worst_axis,294.42,12.21,-3.59,502.86,63,13.33,Male,vertical_pull,vertical_worst_axis,pull_worst_axis
P20_V,vertical,pull,linear,worst_axis,396.89,15.72,-24.66,909.58,42,15.87,Male,vertical_pull,vertical_worst_axis,pull_worst_axis
P20_V,vertical,push,zone,worst_axis,240.22,10.19,-1.11,655.12,59,15.52,Male,vertical_push,vertical_worst_axis,push_worst_axis
P20_V,vertical,push,zone,worst_axis,574.33,12.75,-6.73,502.95,56,30.87,Male,vertical_push,vertical_worst_axis,push_worst_axis
P20_V,vertical,push,zone,worst_axis,128.99,8.73,-4.04,702.94,70,10.51,Male,vertical_push,vertical_worst_axis,push_worst_axis
P20_V,vertical,push,linear,worst_axis,509.39,15.28,-13.39,701.01,72,15.62,Male,vertical_push,vertical_worst_axis,push_worst_axis
P20_V,vertical,push,linear,worst_axis,199.94,15.39,-10.23,487.53,83,6.64,Male,vertical_push,vertical_worst_axis,push_worst_axis
P20_V,vertical,push,linear,worst_axis,299.53,12.15,-19.02,789.63,58,13.24,Male,vertical_push,vertical_worst_axis,push_worst_axis
P20_V,vertical,push,zone,two_tactor,1182.09,14.6,-12.69,724.89,20,44.91,Male,vertical_push,vertical_two_tactor,push_two_tactor
P20_V,vertical,push,zone,two_tactor,582.54,11.88,-17.18,810.84,69,31.95,Male,vertical_push,vertical_two_tactor,push_two_tactor
P20_V,vertical,push,zone,two_tactor,425.91,16.21,-8.32,1407.3,31,20.68,Male,vertical_push,vertical_two_tactor,push_two_tactor
P20_V,vertical,push,linear,two_tactor,99.2,20.77,-16.0,2272.52,96,4.02,Male,vertical_push,vertical_two_tactor,push_two_tactor
P20_H,horizontal,push,linear,worst_axis,219.25,6.04,-0.05,350.08,83,24.75,Male,horizontal_push,horizontal_worst_axis,push_worst_axis
P20_H,horizontal,push,linear,worst_axis,95.55,7.85,7.79,536.6,100,10.6,Male,horizontal_push,horizontal_worst_axis,push_worst_axis
P20_H,horizontal,push,linear,worst_axis,225.9,8.77,-0.68,415.62,42,20.8,Male,horizontal_push,horizontal_worst_axis,push_worst_axis
P20_H,horizontal,push,zone,worst_axis,127.06,7.53,-4.15,486.85,100,14.37,Male,horizontal_push,horizontal_worst_axis,push_worst_axis
P20_H,horizontal,push,zone,worst_axis,255.74,6.42,-0.88,430.65,60,31.57,Male,horizontal_push,horizontal_worst_axis,push_worst_axis
P20_H,horizontal,push,zone,worst_axis,614.98,7.12,-7.93,368.39,100,20.58,Male,horizontal_push,horizontal_worst_axis,push_worst_axis
P20_H,horizontal,push,linear,two_tactor,693.09,8.13,-0.41,59.6,60,31.23,Male,horizontal_push,horizontal_two_tactor,push_two_tactor
P20_H,horizontal,push,linear,two_tactor,90.66,10.64,5.18,968.61,100,6.77,Male,horizontal_push,horizontal_two_tactor,push_two_tactor
P20_H,horizontal,push,linear,two_tactor,343.8,7.42,4.1,813.46,63,36.38,Male,horizontal_push,horizontal_two_tactor,push_two_tactor
P20_H,horizontal,push,zone,two_tactor,941.0,7.33,-0.07,440.62,97,84.88,Male,horizontal_push,horizontal_two_tactor,push_two_tactor
P20_H,horizontal,push,zone,two_tactor,1137.88,7.9,-0.73,394.19,93,72.74,Male,horizontal_push,horizontal_two_tactor,push_two_tactor
P20_H,horizontal,push,zone,two_tactor,104.04,8.29,-1.26,214.81,100,10.96,Male,horizontal_push,horizontal_two_tactor,push_two_tactor
P20_H,horizontal,pull,linear,two_tactor,605.95,6.33,2.33,449.7,53,54.5,Male,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P20_H,horizontal,pull,linear,two_tactor,634.03,7.24,-4.15,437.72,28,58.29,Male,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P20_H,horizontal,pull,linear,two_tactor,148.93,7.88,-1.8,385.02,79,14.67,Male,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P20_H,horizontal,pull,zone,two_tactor,366.7,12.62,-1.19,956.28,64,22.8,Male,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P20_H,horizontal,pull,zone,two_tactor,237.74,7.13,2.41,303.38,59,23.81,Male,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P20_H,horizontal,pull,zone,two_tactor,177.53,8.17,-11.16,423.83,94,16.02,Male,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P20_H,horizontal,pull,linear,worst_axis,350.1,8.58,7.74,254.68,95,19.79,Male,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P20_H,horizontal,pull,linear,worst_axis,161.68,9.41,2.4,623.19,78,13.68,Male,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P20_H,horizontal,pull,linear,worst_axis,9132.58,13.55,-2.48,696.91,53,15.56,Male,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P20_H,horizontal,pull,zone,worst_axis,746.57,13.03,-8.01,828.98,27,39.89,Male,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P20_H,horizontal,pull,zone,worst_axis,145.98,11.71,2.94,534.61,80,10.44,Male,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P20_H,horizontal,pull,zone,worst_axis,167.45,15.06,2.45,2084.44,100,7.84,Male,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P21_H,horizontal,pull,zone,worst_axis,1068.16,17.93,-9.92,431.19,58,37.88,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P21_H,horizontal,pull,zone,worst_axis,861.64,28.3,3.25,3115.67,5,18.99,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P21_H,horizontal,pull,zone,worst_axis,125.75,11.66,-36.3,675.71,100,8.05,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P21_H,horizontal,pull,linear,worst_axis,616.53,26.65,-23.61,1288.06,60,17.52,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P21_H,horizontal,pull,linear,worst_axis,656.2,29.52,-50.91,1486.73,43,14.87,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P21_H,horizontal,pull,linear,worst_axis,694.98,27.38,4.8,2401.68,25,18.47,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P21_H,horizontal,pull,zone,two_tactor,601.94,22.05,-5.28,487.99,37,20.15,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P21_H,horizontal,pull,zone,two_tactor,5193.68,25.51,-12.32,1283.01,20,143.39,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P21_H,horizontal,pull,zone,two_tactor,1007.45,19.61,-0.32,1018.36,43,36.09,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P21_H,horizontal,pull,linear,two_tactor,1081.86,15.99,-16.23,990.91,51,19.58,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P21_H,horizontal,pull,linear,two_tactor,482.99,15.68,5.21,1312.45,47,21.91,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P21_H,horizontal,pull,linear,two_tactor,1075.69,18.82,0.93,1072.36,46,43.17,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P21_H,horizontal,push,zone,two_tactor,1183.89,22.04,-5.94,747.19,12,38.75,Female,horizontal_push,horizontal_two_tactor,push_two_tactor
P21_H,horizontal,push,zone,two_tactor,466.36,19.12,-10.64,1100.74,19,16.8,Female,horizontal_push,horizontal_two_tactor,push_two_tactor
P21_H,horizontal,push,zone,two_tactor,648.04,21.3,-25.92,1568.86,13,21.24,Female,horizontal_push,horizontal_two_tactor,push_two_tactor
P21_H,horizontal,push,linear,two_tactor,3046.26,20.06,-8.62,1166.9,27,64.26,Female,horizontal_push,horizontal_two_tactor,push_two_tactor
P21_H,horizontal,push,linear,two_tactor,879.09,19.49,3.77,799.13,39,33.18,Female,horizontal_push,horizontal_two_tactor,push_two_tactor
P21_H,horizontal,push,linear,two_tactor,1374.95,19.26,1.88,649.64,10,54.54,Female,horizontal_push,horizontal_two_tactor,push_two_tactor
P21_H,horizontal,push,zone,worst_axis,282.76,21.72,-1.94,955.21,93,8.96,Female,horizontal_push,horizontal_worst_axis,push_worst_axis
P21_H,horizontal,push,zone,worst_axis,1854.56,19.26,-7.81,970.16,33,61.21,Female,horizontal_push,horizontal_worst_axis,push_worst_axis
P21_H,horizontal,push,zone,worst_axis,234.27,14.41,-4.4,521.95,61,11.01,Female,horizontal_push,horizontal_worst_axis,push_worst_axis
P21_H,horizontal,push,linear,worst_axis,1984.23,23.46,-8.51,1136.3,1,60.53,Female,horizontal_push,horizontal_worst_axis,push_worst_axis
P21_H,horizontal,push,linear,worst_axis,215.57,20.34,-2.91,-88.1,100,8.68,Female,horizontal_push,horizontal_worst_axis,push_worst_axis
P21_H,horizontal,push,linear,worst_axis,263.81,15.72,7.73,533.0,37,12.59,Female,horizontal_push,horizontal_worst_axis,push_worst_axis
P21_V,vertical,push,linear,two_tactor,2307.18,16.83,-4.44,633.84,13,96.62,Female,vertical_push,vertical_two_tactor,push_two_tactor
P21_V,vertical,push,linear,two_tactor,4050.22,18.11,-12.61,271.95,17,105.31,Female,vertical_push,vertical_two_tactor,push_two_tactor
P21_V,vertical,push,linear,two_tactor,1376.92,16.74,-7.91,702.77,16,59.15,Female,vertical_push,vertical_two_tactor,push_two_tactor
P21_V,vertical,push,zone,two_tactor,3131.58,15.5,-12.98,523.25,37,75.65,Female,vertical_push,vertical_two_tactor,push_two_tactor
P21_V,vertical,push,zone,two_tactor,2053.69,18.08,-12.39,758.83,13,79.78,Female,vertical_push,vertical_two_tactor,push_two_tactor
P21_V,vertical,push,zone,two_tactor,840.72,14.67,-10.16,739.08,46,37.4,Female,vertical_push,vertical_two_tactor,push_two_tactor
P21_V,vertical,push,linear,worst_axis,2107.93,15.16,-11.2,570.36,13,87.22,Female,vertical_push,vertical_worst_axis,push_worst_axis
P21_V,vertical,push,linear,worst_axis,995.33,13.59,-6.08,324.08,43,47.74,Female,vertical_push,vertical_worst_axis,push_worst_axis
P21_V,vertical,push,linear,worst_axis,3510.13,15.15,-7.62,583.37,25,139.15,Female,vertical_push,vertical_worst_axis,push_worst_axis
P21_V,vertical,push,zone,worst_axis,595.08,13.26,-16.41,640.5,47,29.02,Female,vertical_push,vertical_worst_axis,push_worst_axis
P21_V,vertical,push,zone,worst_axis,4114.46,17.51,-7.82,483.8,47,129.21,Female,vertical_push,vertical_worst_axis,push_worst_axis
P21_V,vertical,push,zone,worst_axis,3911.46,15.7,-19.44,704.6,16,97.24,Female,vertical_push,vertical_worst_axis,push_worst_axis
P21_V,vertical,pull,linear,worst_axis,959.76,17.34,-8.58,1022.69,9,37.04,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P21_V,vertical,pull,linear,worst_axis,518.53,15.58,-10.31,773.44,18,21.54,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P21_V,vertical,pull,linear,worst_axis,480.78,13.33,-13.37,699.34,82,17.03,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P21_V,vertical,pull,zone,worst_axis,1804.7,13.96,-10.44,528.69,25,88.78,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P21_V,vertical,pull,zone,worst_axis,1402.79,18.73,-22.97,905.64,21,46.27,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P21_V,vertical,pull,zone,worst_axis,2629.41,20.68,-18.25,1154.45,13,87.59,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P21_V,vertical,pull,linear,two_tactor,3442.5,17.41,-13.78,425.57,29,103.53,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P21_V,vertical,pull,linear,two_tactor,1799.57,15.53,-13.32,712.25,43,79.09,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P21_V,vertical,pull,linear,two_tactor,1558.2,16.38,-17.69,920.0,28,46.46,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P21_V,vertical,pull,zone,two_tactor,1005.03,12.29,-8.32,625.04,47,56.7,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P21_V,vertical,pull,zone,two_tactor,948.07,17.66,-23.8,862.91,27,28.88,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P21_V,vertical,pull,zone,two_tactor,422.02,13.0,3.9,566.11,71,22.67,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P22_H,horizontal,push,linear,worst_axis,236.82,8.24,-1.91,461.66,73,22.36,Female,horizontal_push,horizontal_worst_axis,push_worst_axis
P22_H,horizontal,push,linear,worst_axis,161.22,7.21,0.64,177.67,77,16.7,Female,horizontal_push,horizontal_worst_axis,push_worst_axis
P22_H,horizontal,push,linear,worst_axis,134.55,6.53,0.6,456.42,100,15.96,Female,horizontal_push,horizontal_worst_axis,push_worst_axis
P22_H,horizontal,push,zone,worst_axis,347.04,7.91,-4.32,436.73,42,35.8,Female,horizontal_push,horizontal_worst_axis,push_worst_axis
P22_H,horizontal,push,zone,worst_axis,99.45,11.77,-3.03,100.44,89,7.54,Female,horizontal_push,horizontal_worst_axis,push_worst_axis
P22_H,horizontal,push,zone,worst_axis,144.41,9.89,-0.58,328.38,86,13.34,Female,horizontal_push,horizontal_worst_axis,push_worst_axis
P22_H,horizontal,push,linear,two_tactor,468.71,8.45,-4.02,479.01,96,15.55,Female,horizontal_push,horizontal_two_tactor,push_two_tactor
P22_H,horizontal,push,linear,two_tactor,367.47,7.54,-2.08,426.32,40,39.01,Female,horizontal_push,horizontal_two_tactor,push_two_tactor
P22_H,horizontal,push,linear,two_tactor,131.37,6.98,-5.29,-7.1,94,15.25,Female,horizontal_push,horizontal_two_tactor,push_two_tactor
P22_H,horizontal,push,zone,two_tactor,194.72,8.26,-3.68,365.66,49,21.05,Female,horizontal_push,horizontal_two_tactor,push_two_tactor
P22_H,horizontal,push,zone,two_tactor,95.49,8.12,-2.2,420.37,100,9.58,Female,horizontal_push,horizontal_two_tactor,push_two_tactor
P22_H,horizontal,push,zone,two_tactor,241.48,10.99,-0.99,158.54,86,18.94,Female,horizontal_push,horizontal_two_tactor,push_two_tactor
P22_H,horizontal,pull,linear,two_tactor,425.65,8.1,-3.27,254.96,49,41.92,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P22_H,horizontal,pull,linear,two_tactor,177.51,8.39,1.21,451.34,100,17.45,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P22_H,horizontal,pull,linear,two_tactor,202.66,6.92,-2.43,345.46,55,22.17,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P22_H,horizontal,pull,zone,two_tactor,134.27,11.12,-8.8,598.32,78,10.76,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P22_H,horizontal,pull,zone,two_tactor,85.28,11.95,-0.93,661.65,85,6.75,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P22_H,horizontal,pull,zone,two_tactor,90.95,10.88,5.15,606.83,100,6.22,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P22_H,horizontal,pull,linear,worst_axis,83.68,13.01,11.68,875.27,89,5.44,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P22_H,horizontal,pull,linear,worst_axis,90.52,11.34,-0.57,421.78,99,6.04,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P22_H,horizontal,pull,linear,worst_axis,86.06,9.56,5.11,393.39,91,7.03,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P22_H,horizontal,pull,zone,worst_axis,86.37,11.41,-4.47,421.95,100,6.08,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P22_H,horizontal,pull,zone,worst_axis,75.61,12.22,-7.33,1010.1,87,5.28,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P22_H,horizontal,pull,zone,worst_axis,73.67,10.2,-13.55,180.47,92,6.01,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P22_V,vertical,pull,zone,two_tactor,505.84,13.13,-0.92,533.72,26,27.57,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P22_V,vertical,pull,zone,two_tactor,202.73,13.53,-10.37,704.59,62,12.22,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P22_V,vertical,pull,zone,two_tactor,235.9,14.02,-4.9,912.93,63,14.43,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P22_V,vertical,pull,linear,two_tactor,137.75,15.41,-1.33,902.06,86,7.84,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P22_V,vertical,pull,linear,two_tactor,268.27,13.92,-6.49,607.69,39,15.88,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P22_V,vertical,pull,linear,two_tactor,4392.94,18.09,-11.26,625.43,15,152.26,Female,vertical_pull,vertical_two_tactor,pull_two_tactor
P22_V,vertical,pull,zone,worst_axis,337.07,17.29,18.13,-361.8,76,7.14,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P22_V,vertical,pull,zone,worst_axis,346.54,14.13,-1.17,696.36,84,12.06,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P22_V,vertical,pull,zone,worst_axis,141.62,11.11,4.71,329.08,100,11.28,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P22_V,vertical,pull,linear,worst_axis,310.0,14.76,-17.62,829.88,89,8.95,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P22_V,vertical,pull,linear,worst_axis,118.1,12.44,0.25,631.78,90,7.56,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P22_V,vertical,pull,linear,worst_axis,231.33,19.49,13.7,508.29,64,10.06,Female,vertical_pull,vertical_worst_axis,pull_worst_axis
P22_V,vertical,push,zone,worst_axis,2236.23,19.22,-19.22,649.82,41,57.45,Female,vertical_push,vertical_worst_axis,push_worst_axis
P22_V,vertical,push,zone,worst_axis,1151.7,20.15,-10.02,490.56,27,38.59,Female,vertical_push,vertical_worst_axis,push_worst_axis
P22_V,vertical,push,zone,worst_axis,703.64,16.75,-2.13,678.52,66,27.84,Female,vertical_push,vertical_worst_axis,push_worst_axis
P22_V,vertical,push,linear,worst_axis,793.39,12.88,-7.83,437.07,68,35.12,Female,vertical_push,vertical_worst_axis,push_worst_axis
P22_V,vertical,push,linear,worst_axis,120.41,11.55,-10.3,430.31,71,8.77,Female,vertical_push,vertical_worst_axis,push_worst_axis
P22_V,vertical,push,linear,worst_axis,184.14,21.04,-27.66,7.36,69,7.32,Female,vertical_push,vertical_worst_axis,push_worst_axis
P22_V,vertical,push,zone,two_tactor,524.46,14.73,-2.16,787.05,59,21.55,Female,vertical_push,vertical_two_tactor,push_two_tactor
P22_V,vertical,push,zone,two_tactor,568.27,17.55,-0.54,782.53,61,20.15,Female,vertical_push,vertical_two_tactor,push_two_tactor
P22_V,vertical,push,zone,two_tactor,1675.38,14.02,-6.33,424.96,34,56.73,Female,vertical_push,vertical_two_tactor,push_two_tactor
P22_V,vertical,push,linear,two_tactor,354.47,11.86,-5.26,491.86,52,22.13,Female,vertical_push,vertical_two_tactor,push_two_tactor
P22_V,vertical,push,linear,two_tactor,583.53,14.41,-15.51,896.71,45,21.06,Female,vertical_push,vertical_two_tactor,push_two_tactor
P22_V,vertical,push,linear,two_tactor,629.8,21.81,-19.49,694.74,62,18.2,Female,vertical_push,vertical_two_tactor,push_two_tactor
P23_H,horizontal,pull,zone,worst_axis,299.96,20.12,9.3,1839.99,29,10.89,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P23_H,horizontal,pull,zone,worst_axis,222.99,34.85,33.29,4820.53,78,4.92,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P23_H,horizontal,pull,zone,worst_axis,157.25,75.64,-7.28,2377.91,69,1.96,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P23_H,horizontal,pull,linear,worst_axis,7944.68,28.23,-25.23,1485.42,36,13.54,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P23_H,horizontal,pull,linear,worst_axis,263.09,14.54,-15.2,1438.97,14,11.82,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P23_H,horizontal,pull,linear,worst_axis,280.06,42.09,-1.0,1154.91,55,5.67,Female,horizontal_pull,horizontal_worst_axis,pull_worst_axis
P23_H,horizontal,pull,zone,two_tactor,1118.31,22.23,-29.64,875.35,39,34.15,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P23_H,horizontal,pull,zone,two_tactor,138.17,34.28,-25.48,1755.24,39,3.57,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P23_H,horizontal,pull,zone,two_tactor,60.01,13.57,-0.44,1360.6,100,1.47,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
P23_H,horizontal,pull,linear,two_tactor,2447.13,24.38,-15.14,1982.99,27,65.73,Female,horizontal_pull,horizontal_two_tactor,pull_two_tactor
