P1D,Trial,Layout,Metaphor,Strategy,Intensity,Time (s),Gender,Distance,M1,M2,M3,M4,M5,M6,Ineraction_L_M,,Speed,Acceleration,Jerk,Interaction_M_A,Speed_95,Acceleration_95,Jerk_95
6,16,Horizontal,Pull,Two-tactor,Zone,11.24,Male,78.11,10.5,5.7,5.8,11.3,7.5,14.3,Horizontal_Pull,,5.75,2.97,419.85,Pull_Two_tactor,15.31,179.39,5929.57
6,17,Horizontal,Pull,Two-tactor,Zone,19.02,Male,164.89,10.5,5.7,5.8,11.3,7.5,14.3,Horizontal_Pull,,5.82,-0.18,230.02,Pull_Two_tactor,18.18,168.56,6347.43
6,18,Horizontal,Pull,Two-tactor,Zone,14.59,Male,85.21,10.5,5.7,5.8,11.3,7.5,14.3,Horizontal_Pull,,4.89,-1.64,199.99,Pull_Two_tactor,13.37,129.28,5089.72
6,19,Horizontal,Pull,Worst-axis,Linear,27.56,Male,174.98,10.5,5.7,5.8,11.3,7.5,14.3,Horizontal_Pull,,5.18,-0.83,169.06,Pull_Worst_axis,15.34,141.99,5397.84
6,20,Horizontal,Pull,Worst-axis,Linear,19.99,Male,130.95,10.5,5.7,5.8,11.3,7.5,14.3,Horizontal_Pull,,5.41,-1.57,269.65,Pull_Worst_axis,16.39,164.02,6093.93
6,21,Horizontal,Pull,Worst-axis,Linear,26.86,Male,143.98,10.5,5.7,5.8,11.3,7.5,14.3,Horizontal_Pull,,4.21,-2.72,199.96,Pull_Worst_axis,13.78,142.4,4913.67
6,22,Horizontal,Pull,Worst-axis,Zone,27.03,Male,220.17,10.5,5.7,5.8,11.3,7.5,14.3,Horizontal_Pull,,6.39,-2.47,187.06,Pull_Worst_axis,19.22,193.48,6494.98
6,23,Horizontal,Pull,Worst-axis,Zone,25.42,Male,163.95,10.5,5.7,5.8,11.3,7.5,14.3,Horizontal_Pull,,4.72,-1.3,244.29,Pull_Worst_axis,15.97,163.48,6340.03
6,24,Horizontal,Pull,Worst-axis,Zone,15.22,Male,118,10.5,5.7,5.8,11.3,7.5,14.3,Horizontal_Pull,,7.09,-6.27,193.23,Pull_Worst_axis,16.66,185.29,6449.93
6,25,Vertical,Pull,Two-tactor,Zone,11.63,Male,80.25,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Pull,,5.2,-3.3,334.65,Pull_Two_tactor,16.33,152.8,5729.81
6,26,Vertical,Pull,Two-tactor,Zone,23.86,Male,127.91,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Pull,,4.55,-3.44,153.45,Pull_Two_tactor,13.22,127.98,4956.28
6,27,Vertical,Pull,Two-tactor,Zone,20.65,Male,109.61,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Pull,,3.95,-2.76,104.51,Pull_Two_tactor,14.76,139.05,4725.3
6,28,Vertical,Pull,Two-tactor,Linear,31.4,Male,141.07,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Pull,,3.93,0.29,172.03,Pull_Two_tactor,10.32,104.63,3993.17
6,29,Vertical,Pull,Two-tactor,Linear,11.47,Male,68.38,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Pull,,4.59,1.7,133.43,Pull_Two_tactor,15.1,125.46,4968.1
6,30,Vertical,Pull,Two-tactor,Linear,18.31,Male,160.96,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Pull,,6.82,-5.45,10.05,Pull_Two_tactor,25.66,233.77,10285.68
6,31,Vertical,Pull,Worst-axis,Zone,15.16,Male,90.7,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Pull,,4.59,-0.14,12.03,Pull_Worst_axis,15.19,141.68,5048.74
6,32,Vertical,Pull,Worst-axis,Zone,14.93,Male,81.97,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Pull,,4.46,-2.62,201.82,Pull_Worst_axis,13.62,137.84,4970.97
6,33,Vertical,Pull,Worst-axis,Zone,24.33,Male,198.59,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Pull,,6,-1.43,217.4,Pull_Worst_axis,18.95,167.57,7270.62
6,34,Vertical,Pull,Worst-axis,Linear,13.33,Male,175.57,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Pull,,9.05,1.98,380.98,Pull_Worst_axis,40.49,374.46,15567.74
6,35,Vertical,Pull,Worst-axis,Linear,13.52,Male,93.57,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Pull,,5.45,-3.95,447.81,Pull_Worst_axis,16.36,172.58,5506.49
6,36,Vertical,Pull,Worst-axis,Linear,21.59,Male,215.9,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Pull,,7.4,0.01,178.3,Pull_Worst_axis,27.03,244.27,9250.24
6,37,Vertical,Push,Worst-axis,Zone,18.61,Male,159.49,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Push,,6.18,-2.01,186.15,Push_Worst_axis,23.11,221.86,8086.68
6,38,Vertical,Push,Worst-axis,Zone,32.77,Male,225.77,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Push,,5.52,-1.15,148.93,Push_Worst_axis,18.42,168.79,6405.49
6,39,Vertical,Push,Worst-axis,Zone,19.25,Male,150.71,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Push,,5.68,-5.73,172.98,Push_Worst_axis,22.78,173.95,5536.04
6,40,Vertical,Push,Worst-axis,Linear,16.66,Male,390.97,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Push,,5.44,-0.9,307.61,Push_Worst_axis,18.98,160.74,6184.06
6,41,Vertical,Push,Worst-axis,Linear,16.6,Male,119.98,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Push,,5.4,-1.25,233.8,Push_Worst_axis,20.86,171.14,5534.8
6,42,Vertical,Push,Worst-axis,Linear,24.01,Male,201.74,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Push,,6.48,-0.31,261.45,Push_Worst_axis,20.88,215.15,7345.86
6,43,Vertical,Push,Two-tactor,Zone,18.92,Male,106.77,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Push,,4.39,-1.63,22,Push_Two_tactor,14.94,105.3,3825.71
6,44,Vertical,Push,Two-tactor,Zone,115.2,Male,625.87,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Push,,4.17,-1.05,114.84,Push_Two_tactor,14.21,124.18,4577.96
6,45,Vertical,Push,Two-tactor,Zone,68.44,Male,1019.86,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Push,,11.1,-5.52,301.32,Push_Two_tactor,40.16,394.54,15421.06
6,46,Vertical,Push,Two-tactor,Linear,29.58,Male,207.07,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Push,,5.76,-3.06,184.49,Push_Two_tactor,18.07,150.52,5488.39
6,47,Vertical,Push,Two-tactor,Linear,26.34,Male,175.71,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Push,,5.51,2.6,251.64,Push_Two_tactor,15.64,150.46,5580.8
6,48,Vertical,Push,Two-tactor,Linear,190.16,Male,2103.3,10.5,5.7,5.8,11.3,7.5,14.3,Vertical_Push,,7.49,-2.54,259.55,Push_Two_tactor,27.14,244.84,9552.42
7,1,Vertical,Push,Two-tactor,Linear,24.16,Female,692.22,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Push,,11.84,33.09,643.24,Push_Two_tactor,99.07,864.68,28681.69
7,2,Vertical,Push,Two-tactor,Linear,99.32,Female,2055.58,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Push,,23.76,-16.15,797.75,Push_Two_tactor,100.22,825.08,25895.15
7,3,Vertical,Push,Two-tactor,Linear,14.05,Female,277.13,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Push,,54.25,127.35,58.92,Push_Two_tactor,112.22,1387.87,52698.64
7,4,Vertical,Push,Two-tactor,Zone,32.35,Female,773.46,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Push,,31.4,-1.05,1985.39,Push_Two_tactor,108.63,1127.53,30439.73
7,5,Vertical,Push,Two-tactor,Zone,73.04,Female,1455.78,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Push,,26.54,-10.87,2007.31,Push_Two_tactor,100.43,976.79,36256.35
7,6,Vertical,Push,Two-tactor,Zone,43.8,Female,765.91,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Push,,22.4,6.75,874.01,Push_Two_tactor,66.83,577.92,21744.55
7,7,Vertical,Push,Worst-axis,Linear,35.36,Female,1145.09,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Push,,20.54,-38.9,611.82,Push_Worst_axis,68.5,539.63,23152.92
7,8,Vertical,Push,Worst-axis,Linear,206.67,Female,4322.97,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Push,,28.69,-12.86,1127.34,Push_Worst_axis,113.59,964.73,34033.38
7,9,Vertical,Push,Worst-axis,Linear,28.07,Female,647.25,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Push,,23.97,-11.65,633.49,Push_Worst_axis,93.69,781.34,31812.88
7,10,Vertical,Push,Worst-axis,Zone,9.45,Female,167.39,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Push,,21.48,-8.69,680.37,Push_Worst_axis,104.16,907.28,31422.57
7,11,Vertical,Push,Worst-axis,Zone,6.85,Female,137.57,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Push,,20.03,-11.79,1042.88,Push_Worst_axis,112.86,790.29,28783.23
7,12,Vertical,Push,Worst-axis,Zone,26.09,Female,674.89,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Push,,10.09,0.71,1393.83,Push_Worst_axis,149.92,952.49,33193.07
7,13,Vertical,Pull,Worst-axis,Linear,10.7,Female,597.47,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Pull,,17.83,40.68,984.77,Pull_Worst_axis,158.95,1963.81,59716.13
7,14,Vertical,Pull,Worst-axis,Linear,8.54,Female,219.8,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Pull,,44.28,-0.69,953.58,Pull_Worst_axis,178.52,1370.97,73371.93
7,15,Vertical,Pull,Worst-axis,Linear,11.9,Female,370.57,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Pull,,29.9,-8.12,262.64,Pull_Worst_axis,106.24,906.93,39008.51
7,16,Vertical,Pull,Worst-axis,Zone,26.1,Female,612.68,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Pull,,32.67,-14.54,1356.11,Pull_Worst_axis,132.76,975.73,39293.37
7,17,Vertical,Pull,Worst-axis,Zone,4.13,Female,179.66,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Pull,,30.4,-15.17,1951.96,Pull_Worst_axis,117.5,1126.03,36907.58
7,18,Vertical,Pull,Worst-axis,Zone,6.26,Female,157.69,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Pull,,27.15,-13.7,1663.42,Pull_Worst_axis,115.09,926.2,33981.26
7,19,Vertical,Pull,Two-tactor,Linear,19.06,Female,505.14,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Pull,,14.48,-1.79,715.74,Pull_Two_tactor,72.12,882.65,30453.96
7,20,Vertical,Pull,Two-tactor,Linear,7.84,Female,239.48,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Pull,,28.92,-36.23,2778.95,Pull_Two_tactor,141.3,2469.57,53557.91
7,21,Vertical,Pull,Two-tactor,Linear,45.6,Female,1347.94,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Pull,,11.27,17.73,745.37,Pull_Two_tactor,123.91,1404.7,41095.27
7,22,Vertical,Pull,Two-tactor,Zone,78.32,Female,2831.03,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Pull,,30.87,-31.11,1165.28,Pull_Two_tactor,102.26,908.19,33516.74
7,23,Vertical,Pull,Two-tactor,Zone,10.54,Female,176.43,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Pull,,18.07,35.65,740.17,Pull_Two_tactor,138.45,751.31,35101.63
7,24,Vertical,Pull,Two-tactor,Zone,184.42,Female,4845.63,7.8,3.6,3.9,7.4,5.4,10.1,Vertical_Pull,,21.62,-9.44,-252.16,Pull_Two_tactor,105.73,1101.75,28775.36
7,25,Horizontal,Pull,Worst-axis,Zone,2.21,Female,59.55,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Pull,,12.39,-3.33,930.37,Pull_Worst_axis,52.75,399.59,15497.08
7,26,Horizontal,Pull,Worst-axis,Zone,13.98,Female,452.85,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Pull,,15.43,-12.46,316.99,Pull_Worst_axis,56.03,494.18,19803.49
7,27,Horizontal,Pull,Worst-axis,Zone,1.85,Female,105.67,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Pull,,14.66,-8.17,374.53,Pull_Worst_axis,58.48,495.22,15114.45
7,28,Horizontal,Pull,Worst-axis,Linear,13.06,Female,569.28,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Pull,,17.19,-11.64,997.94,Pull_Worst_axis,65.26,623.16,22216.85
7,29,Horizontal,Pull,Worst-axis,Linear,26.62,Female,1015.96,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Pull,,13.36,-4.36,399.06,Pull_Worst_axis,60.16,554,18254.8
7,30,Horizontal,Pull,Worst-axis,Linear,5.01,Female,129.13,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Pull,,12.2,-6.91,761.65,Pull_Worst_axis,49.13,446.11,16191.5
7,31,Horizontal,Pull,Two-tactor,Zone,4.69,Female,124.42,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Pull,,13.33,0.37,354.1,Pull_Two_tactor,52.48,419.39,18993.45
7,32,Horizontal,Pull,Two-tactor,Zone,91.36,Female,3736.86,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Pull,,15.45,-6.46,553.81,Pull_Two_tactor,57.76,477.96,17856.89
7,33,Horizontal,Pull,Two-tactor,Zone,62.67,Female,2187.67,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Pull,,15.89,-1.99,370.99,Pull_Two_tactor,68.82,489.19,18326.3
7,34,Horizontal,Pull,Two-tactor,Linear,28,Female,2655.68,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Pull,,13.24,5,782.2,Pull_Two_tactor,52.14,364.89,12930.58
7,35,Horizontal,Pull,Two-tactor,Linear,17.79,Female,635.27,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Pull,,13.09,-4.28,529.31,Pull_Two_tactor,77.39,423.98,18414.05
7,36,Horizontal,Pull,Two-tactor,Linear,2.48,Female,70.42,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Pull,,19.59,-9.17,806.24,Pull_Two_tactor,75.26,601.69,19448.53
7,37,Horizontal,Push,Two-tactor,Zone,1.68,Female,77.88,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Push,,17.26,-4.91,539.46,Push_Two_tactor,61.48,472.64,18334.28
7,38,Horizontal,Push,Two-tactor,Zone,4.17,Female,1019.37,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Push,,18.6,12.43,888.63,Push_Two_tactor,65.16,694.91,21846.94
7,39,Horizontal,Push,Two-tactor,Zone,14.61,Female,591.45,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Push,,22.02,-24.81,471.04,Push_Two_tactor,93.66,811.76,25236.17
7,40,Horizontal,Push,Two-tactor,Linear,21.03,Female,1116.4,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Push,,18.52,-0.76,239.52,Push_Two_tactor,60.38,470.16,19219.64
7,41,Horizontal,Push,Two-tactor,Linear,21.62,Female,898.56,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Push,,7.53,-0.02,98.24,Push_Two_tactor,67.71,390.51,22132.66
7,42,Horizontal,Push,Two-tactor,Linear,66.55,Female,2689.37,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Push,,16.3,16.45,1392.34,Push_Two_tactor,79.13,522.52,16628.27
7,43,Horizontal,Push,Worst-axis,Zone,3.97,Female,936.05,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Push,,19.34,-5.83,362.73,Push_Worst_axis,69.58,571.81,21025.12
7,44,Horizontal,Push,Worst-axis,Zone,1.9,Female,80.12,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Push,,21.79,-8.37,2131.58,Push_Worst_axis,86.68,701.09,25545.37
7,45,Horizontal,Push,Worst-axis,Zone,1.59,Female,50.18,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Push,,22.27,-6.17,805.61,Push_Worst_axis,79.47,658.42,21543.95
7,46,Horizontal,Push,Worst-axis,Linear,11.73,Female,432.07,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Push,,17.42,-6.65,750.62,Push_Worst_axis,75.13,569.76,22103.03
7,47,Horizontal,Push,Worst-axis,Linear,3.2,Female,115.09,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Push,,8.17,0.21,442.51,Push_Worst_axis,49.93,423.14,17075.91
7,48,Horizontal,Push,Worst-axis,Linear,2.64,Female,82.79,7.8,3.6,3.9,7.4,5.4,10.1,Horizontal_Push,,17.64,-6.19,550.64,Push_Worst_axis,77.85,603.7,20780.91
8,1,Horizontal,Push,Worst-axis,Linear,12.2,Male,102.82,9.7,6,4.5,9.6,8,12.3,Horizontal_Push,,7.1,2.08,264.56,Push_Worst_axis,20.51,225.92,7885.83
8,2,Horizontal,Push,Worst-axis,Linear,11.23,Male,123.43,9.7,6,4.5,9.6,8,12.3,Horizontal_Push,,8.26,6.47,198.03,Push_Worst_axis,27.59,252.05,8558.56
8,3,Horizontal,Push,Worst-axis,Linear,11.37,Male,96.6,9.7,6,4.5,9.6,8,12.3,Horizontal_Push,,6.61,-2.28,284.52,Push_Worst_axis,21.26,182.22,6658.42
8,4,Horizontal,Push,Worst-axis,Zone,10.94,Male,106.6,9.7,6,4.5,9.6,8,12.3,Horizontal_Push,,7.71,-2.81,292.15,Push_Worst_axis,28.73,240.71,8337.73
8,5,Horizontal,Push,Worst-axis,Zone,7.25,Male,63.97,9.7,6,4.5,9.6,8,12.3,Horizontal_Push,,8.16,-2.2,757.23,Push_Worst_axis,19.25,193.41,7559.1
8,6,Horizontal,Push,Worst-axis,Zone,8.32,Male,80.69,9.7,6,4.5,9.6,8,12.3,Horizontal_Push,,9.31,6.7,449.18,Push_Worst_axis,23.05,229.31,9009.35
8,7,Horizontal,Push,Two-tactor,Linear,15.78,Male,216.52,9.7,6,4.5,9.6,8,12.3,Horizontal_Push,,10.48,-7.72,479.01,Push_Two_tactor,35.68,332.36,10853.26
8,8,Horizontal,Push,Two-tactor,Linear,9.33,Male,148.48,9.7,6,4.5,9.6,8,12.3,Horizontal_Push,,12.12,0.51,651.04,Push_Two_tactor,38.77,380.87,11925.64
8,9,Horizontal,Push,Two-tactor,Linear,19.11,Male,231.97,9.7,6,4.5,9.6,8,12.3,Horizontal_Push,,9.36,-0.71,172.08,Push_Two_tactor,31.64,287.68,15221.77
8,10,Horizontal,Push,Two-tactor,Zone,106.28,Male,1350.68,9.7,6,4.5,9.6,8,12.3,Horizontal_Push,,10.57,-4.2,355.32,Push_Two_tactor,29.9,269.03,9514.02
8,11,Horizontal,Push,Two-tactor,Zone,12.18,Male,176.94,9.7,6,4.5,9.6,8,12.3,Horizontal_Push,,11.38,-4.94,863.42,Push_Two_tactor,36.69,400.16,16662.18
8,12,Horizontal,Push,Two-tactor,Zone,3.63,Male,48.57,9.7,6,4.5,9.6,8,12.3,Horizontal_Push,,11.33,-5.19,213.52,Push_Two_tactor,28.65,285.6,10877.59
8,13,Horizontal,Pull,Two-tactor,Linear,6.59,Male,579.01,9.7,6,4.5,9.6,8,12.3,Horizontal_Pull,,9.04,-1.92,230.63,Pull_Two_tactor,30.46,288.12,13055.92
8,14,Horizontal,Pull,Two-tactor,Linear,6.98,Male,104.93,9.7,6,4.5,9.6,8,12.3,Horizontal_Pull,,13.71,-1.17,1146.51,Pull_Two_tactor,30.59,333.52,12157.69
8,15,Horizontal,Pull,Two-tactor,Linear,4.79,Male,76.37,9.7,6,4.5,9.6,8,12.3,Horizontal_Pull,,11.81,-0.03,-435.21,Pull_Two_tactor,47.29,294.54,10384.24
8,16,Horizontal,Pull,Two-tactor,Zone,4.21,Male,2053.26,9.7,6,4.5,9.6,8,12.3,Horizontal_Pull,,18.49,31.34,1023.17,Pull_Two_tactor,52.51,681.48,18418.06
8,17,Horizontal,Pull,Two-tactor,Zone,4.51,Male,86.6,9.7,6,4.5,9.6,8,12.3,Horizontal_Pull,,16.08,-13.31,2489.78,Pull_Two_tactor,43.28,426.4,15263.41
8,18,Horizontal,Pull,Two-tactor,Zone,2.48,Male,36.79,9.7,6,4.5,9.6,8,12.3,Horizontal_Pull,,11.96,10.12,1636.12,Pull_Two_tactor,46.84,631.98,14888.6
8,19,Horizontal,Pull,Worst-axis,Linear,10.18,Male,375.32,9.7,6,4.5,9.6,8,12.3,Horizontal_Pull,,10.58,-0.4,38.19,Pull_Worst_axis,41.95,305.84,9065.79
8,20,Horizontal,Pull,Worst-axis,Linear,17.92,Male,266.4,9.7,6,4.5,9.6,8,12.3,Horizontal_Pull,,12.07,-19.73,352.39,Pull_Worst_axis,35.46,334.53,9902.46
8,21,Horizontal,Pull,Worst-axis,Linear,4.04,Male,49.96,9.7,6,4.5,9.6,8,12.3,Horizontal_Pull,,10.24,-12.5,127.77,Pull_Worst_axis,30.04,253.52,10295.14
8,22,Horizontal,Pull,Worst-axis,Zone,6.56,Male,391.91,9.7,6,4.5,9.6,8,12.3,Horizontal_Pull,,11.51,-0.55,7.13,Pull_Worst_axis,44.65,482.63,11823.95
8,23,Horizontal,Pull,Worst-axis,Zone,3.81,Male,72.46,9.7,6,4.5,9.6,8,12.3,Horizontal_Pull,,15.52,19.68,534.15,Pull_Worst_axis,36.61,382.51,12986.25
8,24,Horizontal,Pull,Worst-axis,Zone,2.42,Male,55.45,9.7,6,4.5,9.6,8,12.3,Horizontal_Pull,,20.15,24.13,2302.46,Pull_Worst_axis,58.39,527.91,15741.05
8,25,Vertical,Pull,Two-tactor,Zone,6.62,Male,98.05,9.7,6,4.5,9.6,8,12.3,Vertical_Pull,,13.6,-13.93,557.2,Pull_Two_tactor,33.19,336.82,10420.97
8,26,Vertical,Pull,Two-tactor,Zone,6.13,Male,89.13,9.7,6,4.5,9.6,8,12.3,Vertical_Pull,,12.84,9.32,-161.8,Pull_Two_tactor,34.29,301.02,12377.6
8,27,Vertical,Pull,Two-tactor,Zone,4.86,Male,79.62,9.7,6,4.5,9.6,8,12.3,Vertical_Pull,,13.36,-4.81,122.57,Pull_Two_tactor,40.28,377.42,10943.33
8,28,Vertical,Pull,Two-tactor,Linear,4.04,Male,61.25,9.7,6,4.5,9.6,8,12.3,Vertical_Pull,,11.41,-7.99,804.32,Pull_Two_tactor,44.8,323.87,11131.79
8,29,Vertical,Pull,Two-tactor,Linear,4.38,Male,85.26,9.7,6,4.5,9.6,8,12.3,Vertical_Pull,,12.05,12.03,217.14,Pull_Two_tactor,58.17,257.32,7721.85
8,30,Vertical,Pull,Two-tactor,Linear,6.91,Male,123.99,9.7,6,4.5,9.6,8,12.3,Vertical_Pull,,14.5,-2.67,435.09,Pull_Two_tactor,44.76,450.88,15733.45
8,31,Vertical,Pull,Worst-axis,Zone,4.72,Male,87.08,9.7,6,4.5,9.6,8,12.3,Vertical_Pull,,15.5,-35.88,768.6,Pull_Worst_axis,38.73,386.96,15599.4
8,32,Vertical,Pull,Worst-axis,Zone,4.78,Male,76.39,9.7,6,4.5,9.6,8,12.3,Vertical_Pull,,12.1,-9.6,929.95,Pull_Worst_axis,42.95,356.37,11554.05
8,33,Vertical,Pull,Worst-axis,Zone,4.61,Male,97.38,9.7,6,4.5,9.6,8,12.3,Vertical_Pull,,18.59,-23.32,442.52,Pull_Worst_axis,56.1,447.7,15689.4
8,34,Vertical,Pull,Worst-axis,Linear,4.25,Male,82.21,9.7,6,4.5,9.6,8,12.3,Vertical_Pull,,17.3,5.86,643.52,Pull_Worst_axis,38.75,406.04,14625.38
8,35,Vertical,Pull,Worst-axis,Linear,3.82,Male,90.79,9.7,6,4.5,9.6,8,12.3,Vertical_Pull,,21.23,-40.12,588.49,Pull_Worst_axis,58,407.48,18655.61
8,36,Vertical,Pull,Worst-axis,Linear,3.78,Male,74.01,9.7,6,4.5,9.6,8,12.3,Vertical_Pull,,15.92,24.24,520.01,Pull_Worst_axis,48.47,380.99,12734.06
8,37,Vertical,Push,Worst-axis,Zone,11.5,Male,175.5,9.7,6,4.5,9.6,8,12.3,Vertical_Push,,12.48,-4.04,271.6,Push_Worst_axis,35.77,358.1,15188.06
8,38,Vertical,Push,Worst-axis,Zone,8.57,Male,139.18,9.7,6,4.5,9.6,8,12.3,Vertical_Push,,12.36,-21.49,285.41,Push_Worst_axis,43.94,405.58,13257.6
8,39,Vertical,Push,Worst-axis,Zone,13.28,Male,193.14,9.7,6,4.5,9.6,8,12.3,Vertical_Push,,11.69,-6.29,666.55,Push_Worst_axis,35.97,351.48,12296.68
8,40,Vertical,Push,Worst-axis,Linear,12.59,Male,193.49,9.7,6,4.5,9.6,8,12.3,Vertical_Push,,13.31,-6.87,531.82,Push_Worst_axis,40.03,454.65,18636.84
8,41,Vertical,Push,Worst-axis,Linear,7.63,Male,114.95,9.7,6,4.5,9.6,8,12.3,Vertical_Push,,13.37,-14.29,564.23,Push_Worst_axis,35.09,380.75,13363.35
8,42,Vertical,Push,Worst-axis,Linear,7.35,Male,131.76,9.7,6,4.5,9.6,8,12.3,Vertical_Push,,13.81,16.05,1255.86,Push_Worst_axis,44.79,437.84,15023.03
8,43,Vertical,Push,Two-tactor,Zone,8.82,Male,219.35,9.7,6,4.5,9.6,8,12.3,Vertical_Push,,17.25,-6.65,-274.07,Push_Two_tactor,47.38,483.63,19143.22
8,44,Vertical,Push,Two-tactor,Zone,11.37,Male,246.77,9.7,6,4.5,9.6,8,12.3,Vertical_Push,,14.54,-23.69,763.95,Push_Two_tactor,66.18,428.6,14360.46
8,45,Vertical,Push,Two-tactor,Zone,4.3,Male,126.59,9.7,6,4.5,9.6,8,12.3,Vertical_Push,,13.42,3.04,820.38,Push_Two_tactor,47.89,430.36,16299.4
8,46,Vertical,Push,Two-tactor,Linear,6.04,Male,148.84,9.7,6,4.5,9.6,8,12.3,Vertical_Push,,18.92,0.18,-794.86,Push_Two_tactor,60.45,615.25,21852.36
8,47,Vertical,Push,Two-tactor,Linear,5.99,Male,182.66,9.7,6,4.5,9.6,8,12.3,Vertical_Push,,16.86,4.88,283.93,Push_Two_tactor,52.87,365.14,18234.3
8,48,Vertical,Push,Two-tactor,Linear,16.99,Male,341.87,9.7,6,4.5,9.6,8,12.3,Vertical_Push,,15.28,5.19,144.29,Push_Two_tactor,55.62,487.21,16456.77
9,1,Vertical,Push,Two-tactor,Linear,76.99,Male,2037.73,10.7,6.1,5.7,9.2,9,12.4,Vertical_Push,,19.78,9.05,662.32,Push_Two_tactor,64.23,954.89,37310.8
9,2,Vertical,Push,Two-tactor,Linear,41.04,Male,744.18,10.7,6.1,5.7,9.2,9,12.4,Vertical_Push,,13.73,-6.22,541.75,Push_Two_tactor,58.19,645.24,25635.64
9,3,Vertical,Push,Two-tactor,Linear,48.95,Male,682.3,10.7,6.1,5.7,9.2,9,12.4,Vertical_Push,,13,5.43,429.63,Push_Two_tactor,30.01,474.65,17624.64
9,4,Vertical,Push,Two-tactor,Zone,20.17,Male,619.95,10.7,6.1,5.7,9.2,9,12.4,Vertical_Push,,12.61,2.19,470.99,Push_Two_tactor,49.53,606.76,22996.58
