P1D,Trial,Layout,Metaphor,Strategy,Intensity,Time (s),Gender,Distance,M1,M2,M3,M4,M5,M6,Ineraction_L_M,,Speed,Acceleration,Jerk,Interaction_M_A,Speed_95,Acceleration_95,Jerk_95
9,5,Vertical,Push,Two-tactor,Zone,15.16,Male,197.4,10.7,6.1,5.7,9.2,9,12.4,Vertical_Push,,12.69,-9.73,606.54,Push_Two_tactor,44.48,796.11,27820.98
9,6,Vertical,Push,Two-tactor,Zone,61.87,Male,1139.11,10.7,6.1,5.7,9.2,9,12.4,Vertical_Push,,17.96,-8.43,965.61,Push_Two_tactor,91.97,1040.1,40678.22
9,7,Vertical,Push,Worst-axis,Linear,20.22,Male,404.17,10.7,6.1,5.7,9.2,9,12.4,Vertical_Push,,19.84,-19.85,1082.24,Push_Worst_axis,71.04,802.96,33159.29
9,8,Vertical,Push,Worst-axis,Linear,94.68,Male,1808.26,10.7,6.1,5.7,9.2,9,12.4,Vertical_Push,,21.84,-10.34,245.57,Push_Worst_axis,127.41,1206.83,55505.58
9,9,Vertical,Push,Worst-axis,Linear,8.21,Male,150.24,10.7,6.1,5.7,9.2,9,12.4,Vertical_Push,,13.51,-3.27,134.91,Push_Worst_axis,199.77,1268.64,65091.62
9,10,Vertical,Push,Worst-axis,Zone,46.48,Male,1281.85,10.7,6.1,5.7,9.2,9,12.4,Vertical_Push,,22.29,-23.54,605.05,Push_Worst_axis,80.8,973.01,35215.76
9,11,Vertical,Push,Worst-axis,Zone,30.74,Male,409.65,10.7,6.1,5.7,9.2,9,12.4,Vertical_Push,,25.56,16.63,138.36,Push_Worst_axis,100.35,1214.85,62747.63
9,12,Vertical,Push,Worst-axis,Zone,32.14,Male,613.12,10.7,6.1,5.7,9.2,9,12.4,Vertical_Push,,14.5,8.05,1918.92,Push_Worst_axis,45.71,571.74,26580.63
9,13,Vertical,Pull,Worst-axis,Linear,6.05,Male,80.88,10.7,6.1,5.7,9.2,9,12.4,Vertical_Pull,,13.54,-4.48,928.21,Pull_Worst_axis,45.41,565.94,22180.57
9,14,Vertical,Pull,Worst-axis,Linear,6.49,Male,118.44,10.7,6.1,5.7,9.2,9,12.4,Vertical_Pull,,16.1,-12.19,293.67,Pull_Worst_axis,84.82,732.87,33578.86
9,15,Vertical,Pull,Worst-axis,Linear,7.69,Male,78.38,10.7,6.1,5.7,9.2,9,12.4,Vertical_Pull,,19.74,-20.99,330.26,Pull_Worst_axis,60.85,938.58,37925.22
9,16,Vertical,Pull,Worst-axis,Zone,7.16,Male,76.01,10.7,6.1,5.7,9.2,9,12.4,Vertical_Pull,,17.48,-22.25,558.58,Pull_Worst_axis,65.32,744.51,34999.62
9,17,Vertical,Pull,Worst-axis,Zone,7.57,Male,116.07,10.7,6.1,5.7,9.2,9,12.4,Vertical_Pull,,18.52,-7.05,1413.87,Pull_Worst_axis,55.36,752.05,29344.52
9,18,Vertical,Pull,Worst-axis,Zone,9.71,Male,108.29,10.7,6.1,5.7,9.2,9,12.4,Vertical_Pull,,31.06,-23.03,712.02,Pull_Worst_axis,127.04,1397.57,72725.28
9,19,Vertical,Pull,Two-tactor,Linear,4.36,Male,61.18,10.7,6.1,5.7,9.2,9,12.4,Vertical_Pull,,17.48,-29.49,1157.34,Pull_Two_tactor,61.17,866.56,38643.84
9,20,Vertical,Pull,Two-tactor,Linear,31.2,Male,431.93,10.7,6.1,5.7,9.2,9,12.4,Vertical_Pull,,14.12,-2.11,48.06,Pull_Two_tactor,75.81,768.31,34191.6
9,21,Vertical,Pull,Two-tactor,Linear,6.73,Male,87.36,10.7,6.1,5.7,9.2,9,12.4,Vertical_Pull,,11.99,-3,311.22,Pull_Two_tactor,39.43,482.54,21117.99
9,22,Vertical,Pull,Two-tactor,Zone,29.71,Male,347.2,10.7,6.1,5.7,9.2,9,12.4,Vertical_Pull,,12.09,-0.45,22.97,Pull_Two_tactor,48.48,565.32,24091.48
9,23,Vertical,Pull,Two-tactor,Zone,6.18,Male,89.36,10.7,6.1,5.7,9.2,9,12.4,Vertical_Pull,,20.15,-30.27,994.36,Pull_Two_tactor,74.36,855,31387.49
9,24,Vertical,Pull,Two-tactor,Zone,6.04,Male,74.99,10.7,6.1,5.7,9.2,9,12.4,Vertical_Pull,,16.12,6.31,1044.4,Pull_Two_tactor,52.69,648.78,26452.11
9,25,Horizontal,Pull,Worst-axis,Zone,5.38,Male,133.96,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Pull,,17.61,-14.53,477.26,Pull_Worst_axis,69.89,688.09,27221.64
9,26,Horizontal,Pull,Worst-axis,Zone,85.8,Male,1730.64,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Pull,,11.62,-14.33,675.11,Pull_Worst_axis,42.77,440.85,17152.3
9,27,Horizontal,Pull,Worst-axis,Zone,5.7,Male,86.57,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Pull,,11.48,-6.8,640.78,Pull_Worst_axis,32.43,330.24,12098.83
9,28,Horizontal,Pull,Worst-axis,Linear,34.05,Male,605.72,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Pull,,12.89,-13.14,640.59,Pull_Worst_axis,67.79,601.31,23819.1
9,29,Horizontal,Pull,Worst-axis,Linear,8.01,Male,144.05,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Pull,,10.31,-10.64,377.42,Pull_Worst_axis,36.29,350.8,11496.14
9,30,Horizontal,Pull,Worst-axis,Linear,15.4,Male,542.09,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Pull,,10.68,-6.09,359.34,Pull_Worst_axis,53.57,441.52,17434.47
9,31,Horizontal,Pull,Two-tactor,Zone,42.77,Male,1142.05,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Pull,,13.82,-12.24,953.35,Pull_Two_tactor,59.06,525.5,24268.57
9,32,Horizontal,Pull,Two-tactor,Zone,59.29,Male,2415.87,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Pull,,12.11,-10.41,576.13,Pull_Two_tactor,60.18,500.91,18645.82
9,33,Horizontal,Pull,Two-tactor,Zone,11.48,Male,484.13,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Pull,,12.95,-1.9,362.17,Pull_Two_tactor,67.7,539.91,18929.36
9,34,Horizontal,Pull,Two-tactor,Linear,19.29,Male,610.89,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Pull,,17.55,-15.36,224.13,Pull_Two_tactor,76.68,640.4,25613.65
9,35,Horizontal,Pull,Two-tactor,Linear,9.46,Male,326.08,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Pull,,10.44,-6.58,399.69,Pull_Two_tactor,33.3,343.86,12343.62
9,36,Horizontal,Pull,Two-tactor,Linear,5.15,Male,101.06,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Pull,,14.22,-4.38,606.36,Pull_Two_tactor,54.49,446.19,14959.47
9,37,Horizontal,Push,Two-tactor,Zone,44.85,Male,803.49,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Push,,11.15,-12.67,729,Push_Two_tactor,32.21,351.65,11074.5
9,38,Horizontal,Push,Two-tactor,Zone,44.41,Male,1196.17,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Push,,16.74,0.32,835.38,Push_Two_tactor,42.05,564.8,17882.94
9,39,Horizontal,Push,Two-tactor,Zone,19.78,Male,512.65,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Push,,9.33,-3.05,477.3,Push_Two_tactor,20.99,303.56,9848.29
9,40,Horizontal,Push,Two-tactor,Linear,14.74,Male,389.57,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Push,,8.29,-8.97,210.82,Push_Two_tactor,26.67,271.26,8323.04
9,41,Horizontal,Push,Two-tactor,Linear,24.54,Male,547.35,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Push,,12.94,-16.46,267.64,Push_Two_tactor,39.1,375.5,12521.04
9,42,Horizontal,Push,Two-tactor,Linear,8.03,Male,448.36,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Push,,9.93,0.02,199.29,Push_Two_tactor,24.26,240.9,9463.37
9,43,Horizontal,Push,Worst-axis,Zone,21.47,Male,507.36,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Push,,12.85,-2.53,885.09,Push_Worst_axis,31.95,298.57,11147.31
9,44,Horizontal,Push,Worst-axis,Zone,41.5,Male,1008.24,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Push,,10.9,-9.03,361.67,Push_Worst_axis,36.79,329.13,11650.13
9,45,Horizontal,Push,Worst-axis,Zone,27.97,Male,421.84,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Push,,10.2,0.15,317.3,Push_Worst_axis,34.88,313.53,11520.75
9,46,Horizontal,Push,Worst-axis,Linear,14.26,Male,521.26,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Push,,11.19,-3.51,471.85,Push_Worst_axis,26.28,323.98,11409.15
9,47,Horizontal,Push,Worst-axis,Linear,13,Male,355.89,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Push,,11.9,-8.01,466.73,Push_Worst_axis,35.82,293,11613.78
9,48,Horizontal,Push,Worst-axis,Linear,14.1,Male,303.3,10.7,6.1,5.7,9.2,9,12.4,Horizontal_Push,,11.1,-2.96,185.3,Push_Worst_axis,28.74,260.88,9363.71
10,1,Horizontal,Push,Worst-axis,Linear,39.63,Female,1252.54,6.7,4,3.8,6,5.6,7.9,Horizontal_Push,,7.72,-5.97,414.33,Push_Worst_axis,27.36,368.9,16751.68
10,2,Horizontal,Push,Worst-axis,Linear,32.18,Female,261.22,6.7,4,3.8,6,5.6,7.9,Horizontal_Push,,5.83,0.9,239.69,Push_Worst_axis,20.72,212.48,7871.87
10,3,Horizontal,Push,Worst-axis,Linear,4.2,Female,320.24,6.7,4,3.8,6,5.6,7.9,Horizontal_Push,,7.58,-1.5,44.14,Push_Worst_axis,530.59,370.01,66730.64
10,4,Horizontal,Push,Worst-axis,Zone,49.57,Female,389.63,6.7,4,3.8,6,5.6,7.9,Horizontal_Push,,6.09,-1.37,319.59,Push_Worst_axis,19.33,248.15,10817.18
10,5,Horizontal,Push,Worst-axis,Zone,44.87,Female,441.75,6.7,4,3.8,6,5.6,7.9,Horizontal_Push,,7.06,-1,485.38,Push_Worst_axis,26.24,298.23,11778.76
10,6,Horizontal,Push,Worst-axis,Zone,18.05,Female,187.36,6.7,4,3.8,6,5.6,7.9,Horizontal_Push,,8.5,-3.96,281.31,Push_Worst_axis,25.76,280.1,10274.2
10,7,Horizontal,Push,Two-tactor,Linear,94.51,Female,777.62,6.7,4,3.8,6,5.6,7.9,Horizontal_Push,,5.25,-0.81,241.83,Push_Two_tactor,24.33,228.44,8847.41
10,8,Horizontal,Push,Two-tactor,Linear,44.93,Female,302.12,6.7,4,3.8,6,5.6,7.9,Horizontal_Push,,5.12,0.27,262.72,Push_Two_tactor,16.17,173.13,6889.76
10,9,Horizontal,Push,Two-tactor,Linear,25.84,Female,200.19,6.7,4,3.8,6,5.6,7.9,Horizontal_Push,,5.43,-1.33,173.5,Push_Two_tactor,22.64,223.5,9034.31
10,10,Horizontal,Push,Two-tactor,Zone,20.63,Female,160.11,6.7,4,3.8,6,5.6,7.9,Horizontal_Push,,5.06,0.23,195.96,Push_Two_tactor,23.04,204.38,7589.14
10,11,Horizontal,Push,Two-tactor,Zone,52.73,Female,503.32,6.7,4,3.8,6,5.6,7.9,Horizontal_Push,,5.9,-2.45,213.7,Push_Two_tactor,29.74,266.37,10380.32
10,12,Horizontal,Push,Two-tactor,Zone,43.5,Female,285.12,6.7,4,3.8,6,5.6,7.9,Horizontal_Push,,5.29,-1.14,253.72,Push_Two_tactor,16.12,196.44,7112.43
10,13,Horizontal,Pull,Two-tactor,Linear,22.64,Female,225.87,6.7,4,3.8,6,5.6,7.9,Horizontal_Pull,,7.99,-4.93,123.54,Pull_Two_tactor,26.04,246.8,9479.21
10,14,Horizontal,Pull,Two-tactor,Linear,32.7,Female,375.64,6.7,4,3.8,6,5.6,7.9,Horizontal_Pull,,6.82,-4.05,241.43,Pull_Two_tactor,39.96,377.62,15094.17
10,15,Horizontal,Pull,Two-tactor,Linear,45.84,Female,360.7,6.7,4,3.8,6,5.6,7.9,Horizontal_Pull,,6.26,-1.84,197.6,Pull_Two_tactor,19.31,189.81,7039.66
10,16,Horizontal,Pull,Two-tactor,Zone,19.61,Female,293.19,6.7,4,3.8,6,5.6,7.9,Horizontal_Pull,,9.96,-7.19,515.05,Pull_Two_tactor,51.86,555.09,20638.78
10,17,Horizontal,Pull,Two-tactor,Zone,56.38,Female,468,6.7,4,3.8,6,5.6,7.9,Horizontal_Pull,,6.13,-0.04,250.65,Pull_Two_tactor,22.16,212.04,8641.47
10,18,Horizontal,Pull,Two-tactor,Zone,20.82,Female,309.38,6.7,4,3.8,6,5.6,7.9,Horizontal_Pull,,8.94,-2.19,263.84,Pull_Two_tactor,49.82,561.03,20284.06
10,19,Horizontal,Pull,Worst-axis,Linear,42.26,Female,383.53,6.7,4,3.8,6,5.6,7.9,Horizontal_Pull,,6.9,-0.3,298.74,Pull_Worst_axis,23.59,236.11,8961.9
10,20,Horizontal,Pull,Worst-axis,Linear,18.61,Female,147.82,6.7,4,3.8,6,5.6,7.9,Horizontal_Pull,,5.48,-0.52,317.35,Pull_Worst_axis,23.66,239.34,9427.08
10,21,Horizontal,Pull,Worst-axis,Linear,10.57,Female,98.26,6.7,4,3.8,6,5.6,7.9,Horizontal_Pull,,6.69,-1.03,117.4,Pull_Worst_axis,24.31,238.56,8742.62
10,22,Horizontal,Pull,Worst-axis,Zone,13.75,Female,103.59,6.7,4,3.8,6,5.6,7.9,Horizontal_Pull,,6.23,4.23,232,Pull_Worst_axis,17.11,183.8,7492.71
10,23,Horizontal,Pull,Worst-axis,Zone,14.28,Female,87.52,6.7,4,3.8,6,5.6,7.9,Horizontal_Pull,,4.41,0.88,183.16,Pull_Worst_axis,15.91,162.26,6091.24
10,24,Horizontal,Pull,Worst-axis,Zone,9.51,Female,81.83,6.7,4,3.8,6,5.6,7.9,Horizontal_Pull,,7.71,-4.36,365.21,Pull_Worst_axis,21.81,204.21,7348.56
10,25,Vertical,Pull,Two-tactor,Zone,29.78,Female,593.3,6.7,4,3.8,6,5.6,7.9,Vertical_Pull,,11.71,-10.68,760.08,Pull_Two_tactor,60.47,466.91,21158.6
10,26,Vertical,Pull,Two-tactor,Zone,38,Female,755.02,6.7,4,3.8,6,5.6,7.9,Vertical_Pull,,13.69,-8.53,418.44,Pull_Two_tactor,54.92,554.9,24532.89
10,27,Vertical,Pull,Two-tactor,Zone,135.57,Female,2926.15,6.7,4,3.8,6,5.6,7.9,Vertical_Pull,,12.46,-9.94,479.02,Pull_Two_tactor,70.57,575.09,22804.51
10,28,Vertical,Pull,Two-tactor,Linear,126.35,Female,2805.67,6.7,4,3.8,6,5.6,7.9,Vertical_Pull,,12.88,-7.73,528.09,Pull_Two_tactor,54.71,468.9,18773.11
10,29,Vertical,Pull,Two-tactor,Linear,51.19,Female,1123.2,6.7,4,3.8,6,5.6,7.9,Vertical_Pull,,15.17,-21.2,414.86,Pull_Two_tactor,58.46,564.36,21263.71
10,30,Vertical,Pull,Two-tactor,Linear,16.15,Female,312.63,6.7,4,3.8,6,5.6,7.9,Vertical_Pull,,15.68,-14.99,745.84,Pull_Two_tactor,51.11,528.39,21186.19
10,31,Vertical,Pull,Worst-axis,Zone,33.78,Female,655.4,6.7,4,3.8,6,5.6,7.9,Vertical_Pull,,12.19,-14.77,533.38,Pull_Worst_axis,60.76,535.89,23126.7
10,32,Vertical,Pull,Worst-axis,Zone,34.81,Female,756.83,6.7,4,3.8,6,5.6,7.9,Vertical_Pull,,13.5,-19.05,433.94,Pull_Worst_axis,62.76,560.01,21592.84
10,33,Vertical,Pull,Worst-axis,Zone,37.25,Female,936.43,6.7,4,3.8,6,5.6,7.9,Vertical_Pull,,16.12,-16.1,662.85,Pull_Worst_axis,75.66,706.03,24262.79
10,34,Vertical,Pull,Worst-axis,Linear,28.29,Female,744.26,6.7,4,3.8,6,5.6,7.9,Vertical_Pull,,17.47,-15.33,744.13,Pull_Worst_axis,63.85,653.39,27853.02
10,35,Vertical,Pull,Worst-axis,Linear,6.52,Female,144.69,6.7,4,3.8,6,5.6,7.9,Vertical_Pull,,16.91,-6.14,1102.37,Pull_Worst_axis,56.53,390.62,16784.44
10,36,Vertical,Pull,Worst-axis,Linear,19.81,Female,508.79,6.7,4,3.8,6,5.6,7.9,Vertical_Pull,,19.83,-44.76,838.57,Pull_Worst_axis,69.88,754.3,32380.76
10,37,Vertical,Push,Worst-axis,Zone,57.88,Female,1280.8,6.7,4,3.8,6,5.6,7.9,Vertical_Push,,10.18,-15.41,457.39,Push_Worst_axis,45.77,416.11,16895.29
10,38,Vertical,Push,Worst-axis,Zone,71.23,Female,1465.01,6.7,4,3.8,6,5.6,7.9,Vertical_Push,,13.37,-12.47,477.64,Push_Worst_axis,55.95,483.59,20693.73
10,39,Vertical,Push,Worst-axis,Zone,25.52,Female,467.02,6.7,4,3.8,6,5.6,7.9,Vertical_Push,,11.98,-13.34,298.05,Push_Worst_axis,55.1,483.34,17387.42
10,40,Vertical,Push,Worst-axis,Linear,37.72,Female,931.43,6.7,4,3.8,6,5.6,7.9,Vertical_Push,,15.86,-15.75,765.61,Push_Worst_axis,77.81,638.61,26069.24
10,41,Vertical,Push,Worst-axis,Linear,19.51,Female,447.91,6.7,4,3.8,6,5.6,7.9,Vertical_Push,,12.91,-15.35,535.22,Push_Worst_axis,71.45,560.7,27642.93
10,42,Vertical,Push,Worst-axis,Linear,14.65,Female,361.18,6.7,4,3.8,6,5.6,7.9,Vertical_Push,,18.44,-19.36,585.16,Push_Worst_axis,66.51,731.85,22937.91
10,43,Vertical,Push,Two-tactor,Zone,62.13,Female,1359.31,6.7,4,3.8,6,5.6,7.9,Vertical_Push,,12.68,-10.2,633.07,Push_Two_tactor,55.03,405.75,17899.81
10,44,Vertical,Push,Two-tactor,Zone,10.75,Female,282.3,6.7,4,3.8,6,5.6,7.9,Vertical_Push,,16.07,2.56,697.07,Push_Two_tactor,69.19,625.62,23384.67
10,45,Vertical,Push,Two-tactor,Zone,31.34,Female,697.62,6.7,4,3.8,6,5.6,7.9,Vertical_Push,,13.86,-19.18,658.57,Push_Two_tactor,58.27,549.55,20170.6
10,46,Vertical,Push,Two-tactor,Linear,48.34,Female,889.75,6.7,4,3.8,6,5.6,7.9,Vertical_Push,,11.37,-8.33,524.32,Push_Two_tactor,55.17,420.33,16947.15
10,47,Vertical,Push,Two-tactor,Linear,136.97,Female,3243.26,6.7,4,3.8,6,5.6,7.9,Vertical_Push,,15.51,-19.1,751.04,Push_Two_tactor,72.78,629.42,22827.88
10,48,Vertical,Push,Two-tactor,Linear,135.78,Female,2721.28,6.7,4,3.8,6,5.6,7.9,Vertical_Push,,13.94,-13.88,783.23,Push_Two_tactor,57.03,529.89,21499.41
11,1,Vertical,Push,Two-tactor,Linear,25.7,Male,544.96,9.2,4.1,4.2,8.7,7.6,10,Vertical_Push,,17.08,-18.11,849.86,Push_Two_tactor,68.22,465.15,12995.12
11,2,Vertical,Push,Two-tactor,Linear,138.85,Male,2697.29,9.2,4.1,4.2,8.7,7.6,10,Vertical_Push,,11.13,-0.88,886.22,Push_Two_tactor,36.74,414.96,15968.47
11,3,Vertical,Push,Two-tactor,Linear,150.63,Male,3979.59,9.2,4.1,4.2,8.7,7.6,10,Vertical_Push,,12.88,-1.22,1209.93,Push_Two_tactor,32.02,376.31,13423.83
11,4,Vertical,Push,Two-tactor,Zone,66.4,Male,1523.52,9.2,4.1,4.2,8.7,7.6,10,Vertical_Push,,9.77,-1.29,569.26,Push_Two_tactor,42.47,547.03,24868.74
11,5,Vertical,Push,Two-tactor,Zone,44.61,Male,1160.01,9.2,4.1,4.2,8.7,7.6,10,Vertical_Push,,12.61,3.25,615.13,Push_Two_tactor,37.6,311.39,11613.92
11,6,Vertical,Push,Two-tactor,Zone,23.18,Male,596.5,9.2,4.1,4.2,8.7,7.6,10,Vertical_Push,,14.55,7.63,728.9,Push_Two_tactor,60.27,669.45,28793.01
11,7,Vertical,Push,Worst-axis,Linear,152.51,Male,3148.34,9.2,4.1,4.2,8.7,7.6,10,Vertical_Push,,11.6,-2.9,699.35,Push_Worst_axis,38.66,373.24,12487.02
11,8,Vertical,Push,Worst-axis,Linear,16.9,Male,359,9.2,4.1,4.2,8.7,7.6,10,Vertical_Push,,17.3,-23.26,960.21,Push_Worst_axis,47.39,699.26,29379.96
11,9,Vertical,Push,Worst-axis,Linear,12.86,Male,249.9,9.2,4.1,4.2,8.7,7.6,10,Vertical_Push,,14.83,-9.18,701.5,Push_Worst_axis,41.74,452.56,17509.51
11,10,Vertical,Push,Worst-axis,Zone,74.32,Male,1371.48,9.2,4.1,4.2,8.7,7.6,10,Vertical_Push,,11.71,-9.64,287.08,Push_Worst_axis,35.61,428.65,18130.77
11,11,Vertical,Push,Worst-axis,Zone,5.86,Male,105.84,9.2,4.1,4.2,8.7,7.6,10,Vertical_Push,,10.88,7.27,518.88,Push_Worst_axis,30.6,294.63,11570.85
11,12,Vertical,Push,Worst-axis,Zone,12.32,Male,331.66,9.2,4.1,4.2,8.7,7.6,10,Vertical_Push,,17.87,4.03,889.76,Push_Worst_axis,57.37,680.9,32539.82
11,13,Vertical,Pull,Worst-axis,Linear,5.47,Male,71.84,9.2,4.1,4.2,8.7,7.6,10,Vertical_Pull,,9.92,-3.59,273.7,Pull_Worst_axis,40.84,363.58,12186.06
11,14,Vertical,Pull,Worst-axis,Linear,16.62,Male,222.67,9.2,4.1,4.2,8.7,7.6,10,Vertical_Pull,,12.7,-13.66,-390.44,Pull_Worst_axis,29.27,328.23,12310.72
11,15,Vertical,Pull,Worst-axis,Linear,10.43,Male,141.87,9.2,4.1,4.2,8.7,7.6,10,Vertical_Pull,,14.87,-1.78,299.13,Pull_Worst_axis,54.45,614.15,24082.76
11,16,Vertical,Pull,Worst-axis,Zone,6.04,Male,546.67,9.2,4.1,4.2,8.7,7.6,10,Vertical_Pull,,12.9,-4.82,-46.68,Pull_Worst_axis,31.32,391.85,16477.3
11,17,Vertical,Pull,Worst-axis,Zone,6.03,Male,92.55,9.2,4.1,4.2,8.7,7.6,10,Vertical_Pull,,11.1,-3.47,445.53,Pull_Worst_axis,29.97,340.56,12664.5
11,18,Vertical,Pull,Worst-axis,Zone,14.97,Male,325.68,9.2,4.1,4.2,8.7,7.6,10,Vertical_Pull,,13.46,5.01,790.03,Pull_Worst_axis,48.88,399.07,15215.79
11,19,Vertical,Pull,Two-tactor,Linear,20.16,Male,567.05,9.2,4.1,4.2,8.7,7.6,10,Vertical_Pull,,15.58,-37.24,912.99,Pull_Two_tactor,54.87,515.91,17477.35
11,20,Vertical,Pull,Two-tactor,Linear,54.72,Male,1382.44,9.2,4.1,4.2,8.7,7.6,10,Vertical_Pull,,12.54,-7.68,584.26,Pull_Two_tactor,51.99,512.02,18741.27
11,21,Vertical,Pull,Two-tactor,Linear,31.22,Male,869.12,9.2,4.1,4.2,8.7,7.6,10,Vertical_Pull,,12.02,-10.77,830.38,Pull_Two_tactor,39.35,346.21,15559.52
11,22,Vertical,Pull,Two-tactor,Zone,18.45,Male,294.94,9.2,4.1,4.2,8.7,7.6,10,Vertical_Pull,,11.46,-1.7,467.38,Pull_Two_tactor,40.88,322.5,10876.03
11,23,Vertical,Pull,Two-tactor,Zone,6.25,Male,190.52,9.2,4.1,4.2,8.7,7.6,10,Vertical_Pull,,11.03,-10.25,364.11,Pull_Two_tactor,29.15,276.21,9473.73
11,24,Vertical,Pull,Two-tactor,Zone,25.36,Male,453.54,9.2,4.1,4.2,8.7,7.6,10,Vertical_Pull,,13.84,-16.84,1271.34,Pull_Two_tactor,54.15,749.28,21411.85
11,25,Horizontal,Pull,Worst-axis,Zone,5.89,Male,145.95,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Pull,,12.09,-5.63,657.45,Pull_Worst_axis,61.45,450.74,18907.49
11,26,Horizontal,Pull,Worst-axis,Zone,8.75,Male,123.97,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Pull,,12.24,-6.85,530.41,Pull_Worst_axis,57.76,458.04,18480.79
11,27,Horizontal,Pull,Worst-axis,Zone,4.67,Male,66.08,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Pull,,11.49,-10.67,433.58,Pull_Worst_axis,79.36,464.19,20681.55
11,28,Horizontal,Pull,Worst-axis,Linear,10.28,Male,165.03,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Pull,,13.23,-10.68,533.99,Pull_Worst_axis,80.48,696.87,27331.51
11,29,Horizontal,Pull,Worst-axis,Linear,9.29,Male,133.1,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Pull,,12.65,-15.11,587.59,Pull_Worst_axis,76.64,629.21,24453.54
11,30,Horizontal,Pull,Worst-axis,Linear,7.8,Male,161.85,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Pull,,17.44,-13.29,631.02,Pull_Worst_axis,73.35,801.67,29506.88
11,31,Horizontal,Pull,Two-tactor,Zone,8.95,Male,808.51,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Pull,,10.52,-10,308.39,Pull_Two_tactor,64.73,468.28,20609.88
11,32,Horizontal,Pull,Two-tactor,Zone,21.94,Male,449.99,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Pull,,14.38,-7.66,258.36,Pull_Two_tactor,60.41,521.1,19296.73
11,33,Horizontal,Pull,Two-tactor,Zone,5.53,Male,93.96,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Pull,,13.14,-9.76,277.79,Pull_Two_tactor,60.81,543.74,21490.22
11,34,Horizontal,Pull,Two-tactor,Linear,23.98,Male,766.44,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Pull,,10.55,-9.69,510.84,Pull_Two_tactor,62.51,484.22,18534.46
11,35,Horizontal,Pull,Two-tactor,Linear,9.89,Male,124.65,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Pull,,12.56,17.32,-418.52,Pull_Two_tactor,47.45,375.36,15597.32
11,36,Horizontal,Pull,Two-tactor,Linear,27.05,Male,607.36,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Pull,,19.37,-25.79,815,Pull_Two_tactor,79.15,674.23,22687.68
11,37,Horizontal,Push,Two-tactor,Zone,7.2,Male,95.55,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Push,,9.08,-13.64,578.68,Push_Two_tactor,39.83,272.24,12152.74
11,38,Horizontal,Push,Two-tactor,Zone,5.74,Male,81.45,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Push,,10.38,7.02,340.43,Push_Two_tactor,32.49,327.97,12116.11
11,39,Horizontal,Push,Two-tactor,Zone,11.15,Male,207.35,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Push,,9.86,8.25,3.21,Push_Two_tactor,42.08,293.67,9247.2
11,40,Horizontal,Push,Two-tactor,Linear,10.72,Male,150.37,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Push,,15.32,10.58,21.16,Push_Two_tactor,58.5,403.35,13748.28
11,41,Horizontal,Push,Two-tactor,Linear,17.96,Male,239.42,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Push,,12.32,3.09,489.96,Push_Two_tactor,43.93,316.11,14822.91
11,42,Horizontal,Push,Two-tactor,Linear,10.16,Male,176.46,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Push,,13.75,-12.87,239.07,Push_Two_tactor,57.9,543.72,18171.98
11,43,Horizontal,Push,Worst-axis,Zone,14.63,Male,290.1,9.2,4.1,4.2,8.7,7.6,10,Horizontal_Push,,12.55,-2.86,143.54,Push_Worst_axis,106.66,700.64,32020.52
