P4,F,5,,,,,
P7,F,5,,,,,
P10,F,4,,,,,
P12,F,2,,,,,
P14,F,2,,,,,
P16,F,4,,,,,
P17,F,4,,,,,
P19,F,6,,,,,
P21,F,2,,,,,
P22,F,3,,,,,
P23,F,4,,,,,
P1,M,1,,,,,
P2,M,1,,,,,
P3,M,5,,,,,
P5,M,1,,,,,
P6,M,3,,,,,
P8,M,2,,,,,
P9,M,2,,,,,
P11,M,2,,,,,
P15,M,2,,,,,
P18,M,1,,,,,
P20,M,3,,,,,
